Entity,Code,Year,Primary energy consumption per capita (kWh/person)
Kazakhstan,KAZ,2012,42173.152
Kazakhstan,KAZ,2013,41671.484
Kazakhstan,KAZ,2014,43168.984
Kazakhstan,KAZ,2015,35163.887
Kazakhstan,KAZ,2016,38735.684
Kazakhstan,KAZ,2017,41010.547
Kazakhstan,KAZ,2018,41684.305
Kazakhstan,KAZ,2019,41578.89
Kazakhstan,KAZ,2020,37774.996
Kazakhstan,KAZ,2021,41644.13
Kazakhstan,KAZ,2022,40893.367
Kazakhstan,KAZ,2023,41624.883
Kazakhstan,KAZ,2024,41865.195
Kosovo,OWID_KOS,2008,13495.893
Kosovo,OWID_KOS,2009,15199.542
Kosovo,OWID_KOS,2010,15077.887
Kosovo,OWID_KOS,2011,15186.068
Kosovo,OWID_KOS,2012,14999.254
Kosovo,OWID_KOS,2013,14216.857
Kosovo,OWID_KOS,2014,13214.047
Kosovo,OWID_KOS,2015,15408.185
Kosovo,OWID_KOS,2016,16056.002
Kosovo,OWID_KOS,2017,14364.315
Kosovo,OWID_KOS,2018,14571.582
Kosovo,OWID_KOS,2019,16139.251
Kosovo,OWID_KOS,2020,16199.065
Kosovo,OWID_KOS,2021,17771.857
Kosovo,OWID_KOS,2022,17638.7
Kosovo,OWID_KOS,2023,15770.582
Latvia,LVA,1985,41209.336
Latvia,LVA,1986,37991.066
Latvia,LVA,1987,34319.85
Latvia,LVA,1988,32069.686
Latvia,LVA,1989,31910.703
Latvia,LVA,1990,32558.719
Latvia,LVA,1991,30079.197
Latvia,LVA,1992,21914.455
Latvia,LVA,1993,19294.713
Latvia,LVA,1994,19003.898
Latvia,LVA,1995,18040.334
Latvia,LVA,1996,16983.69
Latvia,LVA,1997,17272.965
Latvia,LVA,1998,18987.28
Latvia,LVA,1999,16264.097
Latvia,LVA,2000,16068.618
Latvia,LVA,2001,17519.527
Latvia,LVA,2002,17873.787
Latvia,LVA,2003,17838.24
Latvia,LVA,2004,20282.883
Latvia,LVA,2005,21149.693
Latvia,LVA,2006,20249.385
Latvia,LVA,2007,21040.67
Latvia,LVA,2008,21398.684
Latvia,LVA,2009,20577.336
Latvia,LVA,2010,23815.148
Latvia,LVA,2011,21669.318
Latvia,LVA,2012,22749.254
Latvia,LVA,2013,22147.385
Latvia,LVA,2014,20567.852
Latvia,LVA,2015,21292.598
Latvia,LVA,2016,22950.191
Latvia,LVA,2017,25378.883
Latvia,LVA,2018,22825.79
Latvia,LVA,2019,23645.102
Latvia,LVA,2020,21682.367
Latvia,LVA,2021,22845.332
Latvia,LVA,2022,20474.271
Latvia,LVA,2023,21654.951
Latvia,LVA,2024,20722.363
Lithuania,LTU,1985,50722.402
Lithuania,LTU,1986,46393.746
Lithuania,LTU,1987,48152.83
Lithuania,LTU,1988,49914.766
Lithuania,LTU,1989,53724.773
Lithuania,LTU,1990,53062.188
Lithuania,LTU,1991,55805.35
Lithuania,LTU,1992,35524.79
Lithuania,LTU,1993,28100.664
Lithuania,LTU,1994,24378.572
Lithuania,LTU,1995,27396.791
Lithuania,LTU,1996,30085.943
Lithuania,LTU,1997,28106.1
Lithuania,LTU,1998,30396.541
Lithuania,LTU,1999,25028.938
Lithuania,LTU,2000,22425.547
Lithuania,LTU,2001,26014.41
Lithuania,LTU,2002,28448.023
Lithuania,LTU,2003,29933.268
Lithuania,LTU,2004,30611.701
Lithuania,LTU,2005,28395.758
Lithuania,LTU,2006,27434.281
Lithuania,LTU,2007,30665.432
Lithuania,LTU,2008,30585.244
Lithuania,LTU,2009,28460.291
Lithuania,LTU,2010,21369.94
Lithuania,LTU,2011,22682.41
Lithuania,LTU,2012,22966.498
Lithuania,LTU,2013,21436.043
Lithuania,LTU,2014,20866.352
Lithuania,LTU,2015,22063.78
Lithuania,LTU,2016,22908.295
Lithuania,LTU,2017,24440.611
Lithuania,LTU,2018,25323.756
Lithuania,LTU,2019,25257.848
Lithuania,LTU,2020,25143.193
Lithuania,LTU,2021,25102.79
Lithuania,LTU,2022,23098.156
Lithuania,LTU,2023,24025.424
Lithuania,LTU,2024,25660.39
Luxembourg,LUX,1965,126790.77
Luxembourg,LUX,1966,120261.26
Luxembourg,LUX,1967,117581.58
Luxembourg,LUX,1968,126608.11
Luxembourg,LUX,1969,135748.92
Luxembourg,LUX,1970,140512.92
Luxembourg,LUX,1971,134063.64
Luxembourg,LUX,1972,136598.55
Luxembourg,LUX,1973,143513.56
Luxembourg,LUX,1974,144818.7
Luxembourg,LUX,1975,119530.1
Luxembourg,LUX,1976,118981.74
Luxembourg,LUX,1977,110319.055
Luxembourg,LUX,1978,113884.26
Luxembourg,LUX,1979,116463.5
Luxembourg,LUX,1980,107121.336
Luxembourg,LUX,1981,91423.41
Luxembourg,LUX,1982,85520.92
Luxembourg,LUX,1983,79850.28
Luxembourg,LUX,1984,85935.19
Luxembourg,LUX,1985,88058.89
Luxembourg,LUX,1986,85676.836
Luxembourg,LUX,1987,80453.89
Luxembourg,LUX,1988,81789.19
Luxembourg,LUX,1989,93053.71
Luxembourg,LUX,1990,97329.25
Luxembourg,LUX,1991,103223.31
Luxembourg,LUX,1992,102157.375
Luxembourg,LUX,1993,102134.52
Luxembourg,LUX,1994,96896.62
Luxembourg,LUX,1995,83124.76
Luxembourg,LUX,1996,84342.805
Luxembourg,LUX,1997,81529.9
Luxembourg,LUX,1998,77772.3
Luxembourg,LUX,1999,81086.125
Luxembourg,LUX,2000,85302.95
Luxembourg,LUX,2001,90246.36
Luxembourg,LUX,2002,97632.016
Luxembourg,LUX,2003,101149.51
Luxembourg,LUX,2004,112981.05
Luxembourg,LUX,2005,112927.52
Luxembourg,LUX,2006,109177.46
Luxembourg,LUX,2007,104368.21
Luxembourg,LUX,2008,101761.266
Luxembourg,LUX,2009,95530.586
Luxembourg,LUX,2010,98766.18
Luxembourg,LUX,2011,94143.305
Luxembourg,LUX,2012,90315.195
Luxembourg,LUX,2013,84092.56
Luxembourg,LUX,2014,79589.086
Luxembourg,LUX,2015,75560.04
Luxembourg,LUX,2016,72765.09
Luxembourg,LUX,2017,74357.836
Luxembourg,LUX,2018,76353.01
Luxembourg,LUX,2019,76250.83
Luxembourg,LUX,2020,64289.547
Luxembourg,LUX,2021,67493.58
Luxembourg,LUX,2022,59423.344
Luxembourg,LUX,2023,56679.46
Luxembourg,LUX,2024,59047.88
Malta,MLT,1980,16076.346
Malta,MLT,1981,17574.09
Malta,MLT,1982,18553.201
Malta,MLT,1983,13087.896
Malta,MLT,1984,18384.707
Malta,MLT,1985,12575.711
Malta,MLT,1986,16329.653
Malta,MLT,1987,18085.92
Malta,MLT,1988,20004.762
Malta,MLT,1989,20421.025
Malta,MLT,1990,22033.674
Malta,MLT,1991,22997.986
Malta,MLT,1992,23947.59
Malta,MLT,1993,25050.432
Malta,MLT,1994,26590.453
Malta,MLT,1995,25594.115
Malta,MLT,1996,26337.684
Malta,MLT,1997,27874.633
Malta,MLT,1998,28964.922
Malta,MLT,1999,31861.633
Malta,MLT,2000,46297.684
Malta,MLT,2001,50635.2
Malta,MLT,2002,49065.758
Malta,MLT,2003,56651.1
Malta,MLT,2004,59101.79
Malta,MLT,2005,50114.06
Malta,MLT,2006,50950.824
Malta,MLT,2007,55272.4
Malta,MLT,2008,57001.21
Malta,MLT,2009,60474.445
Malta,MLT,2010,71871.52
Malta,MLT,2011,67998.92
Malta,MLT,2012,64478.266
Malta,MLT,2013,60896.258
Malta,MLT,2014,61302.926
Malta,MLT,2015,65432.043
Malta,MLT,2016,71012.43
Malta,MLT,2017,78640.64
Malta,MLT,2018,79115.16
Malta,MLT,2019,79262.11
Malta,MLT,2020,71572.87
Malta,MLT,2021,67572.73
Malta,MLT,2022,71835.62
Malta,MLT,2023,71107.69
Moldova,MDA,1992,13858.922
Moldova,MDA,1993,10260.907
Moldova,MDA,1994,7191.3955
Moldova,MDA,1995,7372.2876
Moldova,MDA,1996,8482.272
Moldova,MDA,1997,9410.57
Moldova,MDA,1998,8812.478
Moldova,MDA,1999,7242.8047
Moldova,MDA,2000,7592.8037
Moldova,MDA,2001,7669.3545
Moldova,MDA,2002,8401.969
Moldova,MDA,2003,9454.323
Moldova,MDA,2004,8927.952
Moldova,MDA,2005,9927.586
Moldova,MDA,2006,10696.137
Moldova,MDA,2007,9459.463
Moldova,MDA,2008,9947.718
Moldova,MDA,2009,9140.857
Moldova,MDA,2010,8803.365
Moldova,MDA,2011,9124.393
Moldova,MDA,2012,12861.652
Moldova,MDA,2013,12900.738
Moldova,MDA,2014,12572.957
Moldova,MDA,2015,11441.152
Moldova,MDA,2016,11629.28
Moldova,MDA,2017,11959.887
Moldova,MDA,2018,12921.51
Moldova,MDA,2019,13243.286
Moldova,MDA,2020,12957.657
Moldova,MDA,2021,14385.653
Moldova,MDA,2022,12261.839
Moldova,MDA,2023,11903.726
Montenegro,MNE,2006,19364.283
Montenegro,MNE,2007,18849.15
Montenegro,MNE,2008,20630.123
Montenegro,MNE,2009,15405.96
Montenegro,MNE,2010,18621.549
Montenegro,MNE,2011,18448.959
Montenegro,MNE,2012,17150.955
Montenegro,MNE,2013,15910.187
Montenegro,MNE,2014,15636.253
Montenegro,MNE,2015,17168.646
Montenegro,MNE,2016,16356.96
Montenegro,MNE,2017,17004.28
Montenegro,MNE,2018,18089.064
Montenegro,MNE,2019,18504.979
Montenegro,MNE,2020,16967.13
Montenegro,MNE,2021,18423.676
Montenegro,MNE,2022,18506.336
Montenegro,MNE,2023,18582.63
Netherlands,NLD,1965,33652.184
Netherlands,NLD,1966,35571.836
Netherlands,NLD,1967,37183.23
Netherlands,NLD,1968,41158.406
Netherlands,NLD,1969,45365.22
Netherlands,NLD,1970,50551.15
Netherlands,NLD,1971,52676.65
Netherlands,NLD,1972,60567.453
Netherlands,NLD,1973,63899.08
Netherlands,NLD,1974,60175.305
Netherlands,NLD,1975,60149.383
Netherlands,NLD,1976,65093.688
Netherlands,NLD,1977,63547.434
Netherlands,NLD,1978,64439.277
Netherlands,NLD,1979,66111.09
Netherlands,NLD,1980,61584.023
Netherlands,NLD,1981,57990.46
Netherlands,NLD,1982,53329.223
Netherlands,NLD,1983,53349.47
Netherlands,NLD,1984,55132.37
Netherlands,NLD,1985,56596.094
Netherlands,NLD,1986,59046.316
Netherlands,NLD,1987,59859.92
Netherlands,NLD,1988,59650.305
Netherlands,NLD,1989,59543.7
Netherlands,NLD,1990,60590.89
Netherlands,NLD,1991,61237.723
Netherlands,NLD,1992,61473.492
Netherlands,NLD,1993,61532.39
Netherlands,NLD,1994,60496.05
Netherlands,NLD,1995,62637.953
Netherlands,NLD,1996,65032.52
Netherlands,NLD,1997,63525.477
Netherlands,NLD,1998,63558.168
Netherlands,NLD,1999,62344.133
Netherlands,NLD,2000,62695.977
Netherlands,NLD,2001,64609.547
Netherlands,NLD,2002,64222.574
Netherlands,NLD,2003,64341.766
Netherlands,NLD,2004,66283.53
Netherlands,NLD,2005,67549.0
Netherlands,NLD,2006,66059.516
Netherlands,NLD,2007,66995.336
Netherlands,NLD,2008,65937.92
Netherlands,NLD,2009,64689.61
Netherlands,NLD,2010,69801.12
Netherlands,NLD,2011,66173.4
Netherlands,NLD,2012,64776.062
Netherlands,NLD,2013,62644.008
Netherlands,NLD,2014,59678.543
Netherlands,NLD,2015,60001.3
Netherlands,NLD,2016,60683.61
Netherlands,NLD,2017,60761.145
Netherlands,NLD,2018,58901.457
Netherlands,NLD,2019,58248.688
Netherlands,NLD,2020,56095.61
Netherlands,NLD,2021,57247.258
Netherlands,NLD,2022,53288.39
Netherlands,NLD,2023,51949.645
Netherlands,NLD,2024,50824.402
North Macedonia,MKD,1990,14372.1045
North Macedonia,MKD,1991,14322.663
North Macedonia,MKD,1992,14876.61
North Macedonia,MKD,1993,15088.036
North Macedonia,MKD,1994,14273.225
North Macedonia,MKD,1995,14336.097
North Macedonia,MKD,1996,16536.37
North Macedonia,MKD,1997,14815.951
North Macedonia,MKD,1998,16649.197
North Macedonia,MKD,1999,15870.394
North Macedonia,MKD,2000,14994.607
North Macedonia,MKD,2001,14046.638
North Macedonia,MKD,2002,13671.603
North Macedonia,MKD,2003,15362.422
North Macedonia,MKD,2004,15133.405
North Macedonia,MKD,2005,15591.887
North Macedonia,MKD,2006,15883.402
North Macedonia,MKD,2007,15791.787
North Macedonia,MKD,2008,15354.295
North Macedonia,MKD,2009,15111.765
North Macedonia,MKD,2010,16523.738
North Macedonia,MKD,2011,16560.482
North Macedonia,MKD,2012,15466.217
North Macedonia,MKD,2013,14960.775
North Macedonia,MKD,2014,13996.478
North Macedonia,MKD,2015,14884.378
North Macedonia,MKD,2016,15598.139
North Macedonia,MKD,2017,15164.8545
North Macedonia,MKD,2018,15849.292
North Macedonia,MKD,2019,16366.357
North Macedonia,MKD,2020,14801.113
North Macedonia,MKD,2021,15665.124
North Macedonia,MKD,2022,16701.213
North Macedonia,MKD,2023,17752.902
North Macedonia,MKD,2024,16219.917
Norway,NOR,1965,57860.05
Norway,NOR,1966,58727.99
Norway,NOR,1967,62546.28
Norway,NOR,1968,69486.48
Norway,NOR,1969,69026.65
Norway,NOR,1970,71710.055
Norway,NOR,1971,74912.13
Norway,NOR,1972,78835.555
Norway,NOR,1973,82953.39
Norway,NOR,1974,83193.98
Norway,NOR,1975,83945.08
Norway,NOR,1976,89367.664
Norway,NOR,1977,81956.71
Norway,NOR,1978,91618.695
Norway,NOR,1979,97780.05
Norway,NOR,1980,92740.72
Norway,NOR,1981,97610.54
Norway,NOR,1982,96112.32
Norway,NOR,1983,105312.27
Norway,NOR,1984,106333.31
Norway,NOR,1985,104865.9
Norway,NOR,1986,101947.97
Norway,NOR,1987,106608.555
Norway,NOR,1988,109300.46
Norway,NOR,1989,115968.24
Norway,NOR,1990,116215.914
Norway,NOR,1991,107144.06
Norway,NOR,1992,111569.01
Norway,NOR,1993,113774.93
Norway,NOR,1994,109623.22
Norway,NOR,1995,116855.484
Norway,NOR,1996,106642.83
Norway,NOR,1997,111237.55
Norway,NOR,1998,115044.42
Norway,NOR,1999,117802.125
Norway,NOR,2000,129858.625
Norway,NOR,2001,115019.92
Norway,NOR,2002,119752.21
Norway,NOR,2003,105140.305
Norway,NOR,2004,105950.95
Norway,NOR,2005,120792.13
Norway,NOR,2006,109687.39
Norway,NOR,2007,117374.9
Norway,NOR,2008,117427.766
Norway,NOR,2009,106436.7
Norway,NOR,2010,101844.125
Norway,NOR,2011,101764.83
Norway,NOR,2012,111775.836
Norway,NOR,2013,102996.664
Norway,NOR,2014,105489.086
Norway,NOR,2015,105836.88
Norway,NOR,2016,106500.5
Norway,NOR,2017,106154.73
Norway,NOR,2018,103850.73
Norway,NOR,2019,96479.19
Norway,NOR,2020,103430.57
Norway,NOR,2021,105249.945
Norway,NOR,2022,97780.37
Norway,NOR,2023,99923.81
Norway,NOR,2024,99634.31
Poland,POL,1965,24803.275
Poland,POL,1966,25062.441
Poland,POL,1967,25583.883
Poland,POL,1968,27319.54
Poland,POL,1969,28959.95
Poland,POL,1970,30357.746
Poland,POL,1971,31098.662
Poland,POL,1972,32531.9
Poland,POL,1973,32851.977
Poland,POL,1974,33625.848
Poland,POL,1975,35927.895
Poland,POL,1976,37482.473
Poland,POL,1977,38708.434
Poland,POL,1978,40286.07
Poland,POL,1979,40519.664
Poland,POL,1980,42039.812
Poland,POL,1981,37560.953
Poland,POL,1982,37894.758
Poland,POL,1983,37714.918
Poland,POL,1984,38853.434
Poland,POL,1985,39419.594
Poland,POL,1986,40257.805
Poland,POL,1987,41327.633
Poland,POL,1988,40375.24
Poland,POL,1989,38734.78
Poland,POL,1990,31804.375
Poland,POL,1991,31037.29
Poland,POL,1992,29617.81
Poland,POL,1993,29556.105
Poland,POL,1994,28248.781
Poland,POL,1995,28899.574
Poland,POL,1996,30343.46
Poland,POL,1997,30054.537
Poland,POL,1998,28810.39
Poland,POL,1999,28278.568
Poland,POL,2000,26596.332
Poland,POL,2001,26418.986
Poland,POL,2002,26146.867
Poland,POL,2003,27070.973
Poland,POL,2004,27280.193
Poland,POL,2005,27854.531
Poland,POL,2006,29165.352
Poland,POL,2007,29053.967
Poland,POL,2008,29593.398
Poland,POL,2009,28556.041
Poland,POL,2010,30377.729
Poland,POL,2011,30429.385
Poland,POL,2012,29489.93
Poland,POL,2013,29569.78
Poland,POL,2014,28468.607
Poland,POL,2015,28824.648
Poland,POL,2016,30061.346
Poland,POL,2017,31585.154
Poland,POL,2018,31957.33
Poland,POL,2019,31059.262
Poland,POL,2020,29845.54
Poland,POL,2021,32196.334
Poland,POL,2022,30919.512
Poland,POL,2023,29225.926
Poland,POL,2024,29205.824
Portugal,PRT,1965,5605.3325
Portugal,PRT,1966,6148.9673
Portugal,PRT,1967,6594.4985
Portugal,PRT,1968,6742.259
Portugal,PRT,1969,7351.33
Portugal,PRT,1970,8868.126
Portugal,PRT,1971,9746.155
Portugal,PRT,1972,10439.133
Portugal,PRT,1973,11379.448
Portugal,PRT,1974,11754.075
Portugal,PRT,1975,11525.117
Portugal,PRT,1976,11248.904
Portugal,PRT,1977,12579.005
Portugal,PRT,1978,13084.207
Portugal,PRT,1979,13722.89
Portugal,PRT,1980,13192.308
Portugal,PRT,1981,12854.989
Portugal,PRT,1982,13843.989
Portugal,PRT,1983,14278.382
Portugal,PRT,1984,14826.565
Portugal,PRT,1985,15094.375
Portugal,PRT,1986,15954.541
Portugal,PRT,1987,16312.971
Portugal,PRT,1988,18095.79
Portugal,PRT,1989,19544.494
Portugal,PRT,1990,20286.498
Portugal,PRT,1991,21113.816
Portugal,PRT,1992,21550.443
Portugal,PRT,1993,22072.75
Portugal,PRT,1994,22995.904
Portugal,PRT,1995,24403.65
Portugal,PRT,1996,25066.492
Portugal,PRT,1997,25357.215
Portugal,PRT,1998,27510.383
Portugal,PRT,1999,27907.893
Portugal,PRT,2000,28593.107
Portugal,PRT,2001,28855.318
Portugal,PRT,2002,28511.492
Portugal,PRT,2003,29191.654
Portugal,PRT,2004,28503.047
Portugal,PRT,2005,28397.916
Portugal,PRT,2006,28113.924
Portugal,PRT,2007,28206.701
Portugal,PRT,2008,27025.984
Portugal,PRT,2009,27252.889
Portugal,PRT,2010,28746.99
Portugal,PRT,2011,27453.758
Portugal,PRT,2012,25155.795
Portugal,PRT,2013,27696.83
Portugal,PRT,2014,28038.432
Portugal,PRT,2015,27918.504
Portugal,PRT,2016,29949.295
Portugal,PRT,2017,29221.047
Portugal,PRT,2018,29450.785
Portugal,PRT,2019,28333.217
Portugal,PRT,2020,25577.088
Portugal,PRT,2021,25646.334
Portugal,PRT,2022,25206.664
Portugal,PRT,2023,25498.7
Portugal,PRT,2024,25921.791
Romania,ROU,1965,14894.458
Romania,ROU,1966,15832.22
Romania,ROU,1967,17460.98
Romania,ROU,1968,18231.438
Romania,ROU,1969,20597.695
Romania,ROU,1970,21587.992
Romania,ROU,1971,22596.684
Romania,ROU,1972,23510.693
Romania,ROU,1973,25282.03
Romania,ROU,1974,25173.83
Romania,ROU,1975,27153.89
Romania,ROU,1976,28949.285
Romania,ROU,1977,30411.758
Romania,ROU,1978,32501.912
Romania,ROU,1979,32916.832
Romania,ROU,1980,33033.355
Romania,ROU,1981,32936.477
Romania,ROU,1982,32504.658
Romania,ROU,1983,32156.234
Romania,ROU,1984,31818.518
Romania,ROU,1985,31624.783
Romania,ROU,1986,32198.066
Romania,ROU,1987,33286.32
Romania,ROU,1988,33798.848
Romania,ROU,1989,33750.84
Romania,ROU,1990,32050.145
Romania,ROU,1991,27211.963
Romania,ROU,1992,24033.893
Romania,ROU,1993,23431.217
Romania,ROU,1994,22185.154
Romania,ROU,1995,24486.252
Romania,ROU,1996,24461.168
Romania,ROU,1997,23350.738
Romania,ROU,1998,21487.428
Romania,ROU,1999,19000.63
Romania,ROU,2000,19065.902
Romania,ROU,2001,19393.555
Romania,ROU,2002,20271.309
Romania,ROU,2003,20434.184
Romania,ROU,2004,21456.91
Romania,ROU,2005,21705.584
Romania,ROU,2006,22229.31
Romania,ROU,2007,21609.418
Romania,ROU,2008,21709.68
Romania,ROU,2009,19056.42
Romania,ROU,2010,19401.56
Romania,ROU,2011,20133.164
Romania,ROU,2012,19512.025
Romania,ROU,2013,18420.879
Romania,ROU,2014,18986.027
Romania,ROU,2015,19180.48
Romania,ROU,2016,19269.059
Romania,ROU,2017,19702.773
Romania,ROU,2018,20004.775
Romania,ROU,2019,19681.396
Romania,ROU,2020,19053.2
Romania,ROU,2021,20261.834
Romania,ROU,2022,18791.148
Romania,ROU,2023,18796.941
Romania,ROU,2024,18694.158
Russia,RUS,1985,66554.15
Russia,RUS,1986,67154.22
Russia,RUS,1987,68715.734
Russia,RUS,1988,69338.69
Russia,RUS,1989,69164.42
Russia,RUS,1990,67634.14
Russia,RUS,1991,66502.16
Russia,RUS,1992,64241.723
Russia,RUS,1993,60209.305
Russia,RUS,1994,54914.87
Russia,RUS,1995,51938.5
Russia,RUS,1996,50060.594
Russia,RUS,1997,47418.508
Russia,RUS,1998,47400.15
Russia,RUS,1999,48128.516
Russia,RUS,2000,49169.844
Russia,RUS,2001,50153.324
Russia,RUS,2002,50010.18
Russia,RUS,2003,51088.902
Russia,RUS,2004,51757.01
Russia,RUS,2005,51894.97
Russia,RUS,2006,54384.29
Russia,RUS,2007,54763.992
Russia,RUS,2008,55034.594
Russia,RUS,2009,52284.95
Russia,RUS,2010,54290.234
Russia,RUS,2011,56097.88
Russia,RUS,2012,56333.117
Russia,RUS,2013,55548.39
Russia,RUS,2014,55599.285
Russia,RUS,2015,54577.7
Russia,RUS,2016,55468.086
Russia,RUS,2017,55653.06
Russia,RUS,2018,57585.2
Russia,RUS,2019,57120.42
Russia,RUS,2020,55172.793
Russia,RUS,2021,57127.566
Russia,RUS,2022,59257.91
Russia,RUS,2023,60237.03
Russia,RUS,2024,62485.312
Serbia,SRB,2006,24499.482
Serbia,SRB,2007,24744.312
Serbia,SRB,2008,24936.412
Serbia,SRB,2009,23584.72
Serbia,SRB,2010,24182.895
Serbia,SRB,2011,25392.164
Serbia,SRB,2012,23840.121
Serbia,SRB,2013,23679.709
Serbia,SRB,2014,20779.764
Serbia,SRB,2015,23759.521
Serbia,SRB,2016,24436.857
Serbia,SRB,2017,25638.635
Serbia,SRB,2018,25794.066
Serbia,SRB,2019,25990.816
Serbia,SRB,2020,25773.5
Serbia,SRB,2021,27246.262
Serbia,SRB,2022,26257.111
Serbia,SRB,2023,26332.174
Slovakia,SVK,1965,24475.344
Slovakia,SVK,1966,25120.041
Slovakia,SVK,1967,25058.86
Slovakia,SVK,1968,27468.2
Slovakia,SVK,1969,28501.72
Slovakia,SVK,1970,31316.26
Slovakia,SVK,1971,33312.78
Slovakia,SVK,1972,34733.25
Slovakia,SVK,1973,35794.035
Slovakia,SVK,1974,37295.07
Slovakia,SVK,1975,38632.367
Slovakia,SVK,1976,39665.297
Slovakia,SVK,1977,41267.395
Slovakia,SVK,1978,42869.816
Slovakia,SVK,1979,43679.594
Slovakia,SVK,1980,44015.7
Slovakia,SVK,1981,43338.844
Slovakia,SVK,1982,42562.543
Slovakia,SVK,1983,42394.934
Slovakia,SVK,1984,45375.95
Slovakia,SVK,1985,46526.8
Slovakia,SVK,1986,45866.668
Slovakia,SVK,1987,46669.75
Slovakia,SVK,1988,46689.54
Slovakia,SVK,1989,47176.992
Slovakia,SVK,1990,47161.055
Slovakia,SVK,1991,42042.316
Slovakia,SVK,1992,40279.746
Slovakia,SVK,1993,39422.043
Slovakia,SVK,1994,38711.277
Slovakia,SVK,1995,39174.08
Slovakia,SVK,1996,39385.582
Slovakia,SVK,1997,38608.91
Slovakia,SVK,1998,38982.08
Slovakia,SVK,1999,39287.695
Slovakia,SVK,2000,40566.387
Slovakia,SVK,2001,41743.79
Slovakia,SVK,2002,42104.883
Slovakia,SVK,2003,40899.35
Slovakia,SVK,2004,40000.277
Slovakia,SVK,2005,42082.98
Slovakia,SVK,2006,40949.367
Slovakia,SVK,2007,38428.33
Slovakia,SVK,2008,39450.38
Slovakia,SVK,2009,35713.12
Slovakia,SVK,2010,38113.008
Slovakia,SVK,2011,36622.363
Slovakia,SVK,2012,35133.703
Slovakia,SVK,2013,35965.223
Slovakia,SVK,2014,33446.344
Slovakia,SVK,2015,33760.246
Slovakia,SVK,2016,34039.95
Slovakia,SVK,2017,35799.367
Slovakia,SVK,2018,35143.78
Slovakia,SVK,2019,33913.332
Slovakia,SVK,2020,33203.387
Slovakia,SVK,2021,35868.37
Slovakia,SVK,2022,32867.98
Slovakia,SVK,2023,33405.19
Slovakia,SVK,2024,32882.68
Slovenia,SVN,1990,34608.984
Slovenia,SVN,1991,34650.098
Slovenia,SVN,1992,32439.707
Slovenia,SVN,1993,33455.08
Slovenia,SVN,1994,35644.63
Slovenia,SVN,1995,37397.617
Slovenia,SVN,1996,39269.395
Slovenia,SVN,1997,40198.957
Slovenia,SVN,1998,40394.176
Slovenia,SVN,1999,39923.93
Slovenia,SVN,2000,39492.625
Slovenia,SVN,2001,41328.18
Slovenia,SVN,2002,41073.066
Slovenia,SVN,2003,40269.707
Slovenia,SVN,2004,42709.363
Slovenia,SVN,2005,42720.215
Slovenia,SVN,2006,42848.508
Slovenia,SVN,2007,42389.49
Slovenia,SVN,2008,46247.805
Slovenia,SVN,2009,42449.91
Slovenia,SVN,2010,42338.94
Slovenia,SVN,2011,41018.535
Slovenia,SVN,2012,39769.223
Slovenia,SVN,2013,39280.562
Slovenia,SVN,2014,40255.164
Slovenia,SVN,2015,36270.613
Slovenia,SVN,2016,38740.152
Slovenia,SVN,2017,39139.125
Slovenia,SVN,2018,39812.316
Slovenia,SVN,2019,38399.168
Slovenia,SVN,2020,36764.934
Slovenia,SVN,2021,36234.727
Slovenia,SVN,2022,33377.797
Slovenia,SVN,2023,34819.645
Slovenia,SVN,2024,37360.676
Spain,ESP,1965,10507.617
Spain,ESP,1966,11760.117
Spain,ESP,1967,12539.085
Spain,ESP,1968,13054.5
Spain,ESP,1969,14634.419
Spain,ESP,1970,15637.919
Spain,ESP,1971,17044.62
Spain,ESP,1972,18227.129
Spain,ESP,1973,19733.938
Spain,ESP,1974,20286.531
Spain,ESP,1975,20584.246
Spain,ESP,1976,21763.398
Spain,ESP,1977,22331.918
Spain,ESP,1978,22209.182
Spain,ESP,1979,23710.531
Spain,ESP,1980,23630.098
Spain,ESP,1981,23648.594
Spain,ESP,1982,23491.936
Spain,ESP,1983,23918.848
Spain,ESP,1984,24184.328
Spain,ESP,1985,23892.525
Spain,ESP,1986,24310.701
Spain,ESP,1987,25130.277
Spain,ESP,1988,26180.39
Spain,ESP,1989,27373.81
Spain,ESP,1990,27344.383
Spain,ESP,1991,28226.254
Spain,ESP,1992,29404.31
Spain,ESP,1993,28283.867
Spain,ESP,1994,29471.383
Spain,ESP,1995,30445.111
Spain,ESP,1996,31477.406
Spain,ESP,1997,32594.49
Spain,ESP,1998,33915.09
Spain,ESP,1999,35324.004
Spain,ESP,2000,37185.68
Spain,ESP,2001,38478.723
Spain,ESP,2002,38668.39
Spain,ESP,2003,39871.066
Spain,ESP,2004,40348.723
Spain,ESP,2005,40272.402
Spain,ESP,2006,39893.7
Spain,ESP,2007,40170.227
Spain,ESP,2008,38382.004
Spain,ESP,2009,35426.023
Spain,ESP,2010,36130.03
Spain,ESP,2011,35349.47
Spain,ESP,2012,35039.766
Spain,ESP,2013,33685.816
Spain,ESP,2014,33266.54
Spain,ESP,2015,33697.95
Spain,ESP,2016,33871.598
Spain,ESP,2017,34181.582
Spain,ESP,2018,34584.29
Spain,ESP,2019,33390.26
Spain,ESP,2020,29844.283
Spain,ESP,2021,32091.293
Spain,ESP,2022,33289.133
Spain,ESP,2023,32760.994
Spain,ESP,2024,33901.656
Sweden,SWE,1965,50815.094
